Datetime,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,Wind
03-Aug-2021 03:30:00,24.745555,2649.189468,360.277442,5380.156745,13.857896,1239.93418,-0.177147,0,561.156376
03-Aug-2021 03:45:00,24.737188,2643.69331,385.325611,5329.145733,13.875685,1239.890942,0.027532,0,529.639908
03-Aug-2021 04:00:00,24.683338,2643.230998,383.840377,5375.89157,13.860702,1240.002032,-0.916833,0,535.089851
03-Aug-2021 04:15:00,24.683157,2644.55553,384.373378,5357.053887,13.840014,1240.023874,-0.503836,0,525.73985
03-Aug-2021 04:30:00,24.688764,2648.066788,384.570387,5415.869704,13.874846,1240.299554,-0.12931,0,484.725723
03-Aug-2021 04:45:00,24.703627,2656.921596,386.08137,5442.656202,13.899937,1240.488554,0.055304,0,476.493299
03-Aug-2021 05:00:00,24.828989,2679.596498,394.055602,5564.590755,13.426296,1240.399448,-0.203306,0,431.313691
03-Aug-2021 05:15:00,24.817729,2679.752474,408.398595,5686.117499,13.203001,1240.427166,0.241446,0,384.852662
03-Aug-2021 05:30:00,24.809656,2684.526237,424.918521,5787.897119,13.215629,1240.470401,-0.055688,0,351.903904
03-Aug-2021 05:45:00,24.782597,2672.612266,432.793228,5873.794584,13.214164,1240.37644,-0.278218,0,334.992335
